reviewid,review
R1J3D9HLJQKZTS,Low battery life and it's okay to buy
R2B7BEQ6YQOWVO,Superb
R2SF8G03AVZDBK,Good
R9UEQQ3FCV3UD,Good product
R2E39V9PQNSKB2,Na
R3UPIMMS24KIKB,Add bluthooth calling
RM0KONA0D7IDQ,Premium build watch with mid range features and some bad design choices
R72MOQ4D28G1E,Happy with the purchase
R1X07P7FPU0WD8,Got this watch at 4499
R7VI24QL64CL,Nyc watch with minimal features
RE10WZDEARA78,Worth the money
R5P9JRFHZZ909,No call receiving option
RPGI8FD8L5XJ6,Noise
R36XGTWLTTWPKY,Nice watch'
R11S82IA4CCOBF,DeezNuts are important
R2N5BCWW3L6N61,Noise
R368GSXQQ4XZOQ,Noise
R2IX7Y214VQ393,Good
R3E53UMP67OLFQ,Noice
R1A09WDPBYAYY5,Noise
R2XF84DPH68G5Y,good till now
R272LVPQ9OGM0S,Good
RBQF76FUWS8PH,An additional charger same as ORIGINAL .
RUV6A5DB7ROJU,Good adapter
R25Z9XP6UQKEBZ,Best
R33QHW049WSWGB,okay okay
R3QAWS03V5OYSG,Good
R3407AFPL16VUS,Good product
R3SMBF0YI93Z13,Good quality screen protector
R32MW4CZK929NC,Well made basic screen protector
R1SHQ7Y1O213S7,Good one
RFCIU1144956F,Good affordable tempered glass
R29OJILEK4V1FH,Perfect for pixel 6a
R1MEGOIYHS8OLM,Recommended
R1WY4BGMPQ0EYI,Perfect and budget screen guard for pixel 7
R2XGJ9GML1PUJO,Okish
RE8OSDUM47BMX,Nice Phone
R1SWNKZP36AU1J,Totally worth rs99
R2T4RPK1O46TBX,Best
R1WBRQ50IN70OF,Valuable
RE0HLO48TPM4O,Good
R2V8WPXZSTAKKE,Fulfil purpose
RMQ0XU5QGL5LV,easy to carry
R2URDJTQLPFEYH,Good product
R2P9AVX3K59AMP,Good product
RMN6DAWRN6MNN,Quite firm and steady.
R1GQKFSLO6JQPG,
R2D1O37R5BY6XH,good buy
R1WVLTHBMN7N0E,Theft easy
R8WN9F9D8U570,Good product
RPW50TOB01UYA,Its work
R11TIPQDVW2QS6,Best in market
R3R2G8NOZZEM2R,quality
R3IBC8ULMDZUKM,Very sturdy and convenient.
R347N3QN1A9C,Good product
RUY22A4DUCUEL,Very
R11AIQ47T2I3TL,Find summed up review below
R3LJ607WFYPUQ4,Very Useful
R3COKVLLD9MI38,Great product
R295JPL1432HLX,Good product
RCIVIPD80E5T8,Works well enough
RRF41F2P7DFYP,Prompt service. Good quality
R2SE5XVJ5LORTD,Product is good
R2N5ZJZILGOY2N,but little over priced.
R1SQ6MJK0SVC2A,The best screen guard Ive used in terms of ease of installation & product finish
RMDL90RMZO5Y,Since there is no align master provided
R1QERTKSSSD95F,it's nearly impossible to stick it in the right place.
R3FN5C259GVPPY,Nice product and well priced
R2FT933TABEB7O,Great quality and 100% transparency
R3M6TF2LH1H23Q,Ok but not bad
RT3G3MB3U8LC1,Good stand but not quality product
R3GU8IR94309OK,Not so good
R2LWF5MF37BRFN,Low quality
R16HGOYD8RITO8,Worth and good quality
RS7K2VARSRPPH,Very useful
R29RY4BYVG8N55,Very use ful and easy to carry
R1WPHPSV5DKHQJ,I like the product
RMGE5B6FD1FS5,I have been using this phone since 2month it's very good on problem
R1FN1REHXYLMZ,Nice products
R1BL6NYV6D8W1M,nice product
RJHBMPZRSI8AJ,I am giving 9 out of 10.
R144IGLWP70M8K,Ek dam mst
RHSVGQWZTK60L,Tecno Spark 8T
R2M5S0A5M8DPEJ,Gud
RWJG2SH0FCSIY,Lag
R1PRZD3XZDNYN9,Handy
R2ZE4LMVZ6V163,premium and fast charger but just 2 outputs
RKC553AXS535M,Dont give much back up
R333JM0032BELJ,Lightweight heavy duty but charging speed less
R5S6E55NYGJUK,Not fast charging to one plus Nord mobile
R2ZE9NQLM0OD5B,Power beast with some drawbacks
RNZNVONK9XAL7,BEAST mode
RIZOHKWA7NHO4,User review
R28G51B8I2WH0N,A conditional beast
R1PAALMCY8OGOR,Overall satisfied but Wow factor is no missing
R2S1GDT2RANQ20,Honest one which might help.
R3F1K3SM97DG5P,Perfect one
RGIN9AS9WAQNP,Ok phone
R2TI5S1VH0Z88G,Good Basic Phone
R3K4W8ED08OFWZ,Nice one
RHSML7W05JVC0,Hghjk
R1CFTT0Q5RRC8C,Good one
R3SMLK8O4PUTW5,Nokia 150
R3BHJRLDSTVS7W,Listen to this before buying..
RO0KLBJXV6XCR,Good produt
R1JO87DOGUEQHC,Budget friendly watch
R1UQ0AYNB30CZS,Good product at this price range
R34O4E591I5RJN,Ok
R2X9U1VWHBNIAX,Satisfied
RPRRWM1J2QDNP,Watch Review
R32LTUGL01I85B,Nice
R1HKJTBFVLO3DB,Display touch was good but screen bazales is too much
R3S7HEACPHR8D5,Nice watch under 2000
R2E3GV1LFGQNFD,Worth Every Square Inch.
R3IM6TBVGY4SYQ,VFM
R236B8Q3BSGZJ7,Plastic build. Must buy
RO9KNXZ2RH2TI,3 years of extensive usage
RT2VNM024LSCP,delivered the perfomance to its price
R3PRBLGHPRCZ6A,Still working after 2 years
R1AYA1JIHAVM50,Low in price but sound was high
RR81G0GIJQKT9,Super head phone under 1300 rs
R3VBC6VU8OT0QP,Its worth
RNFZF13HB44YR,Good
R2UQNJFA27MAKM,Iphone 18w adapter.
R1EURXJL39I8LN,The product is good to use
R33PGOF5ODIFCJ,Nice
R3MN2XSFL7T48O,Excellent
RDVFTWAGEQNT,Very useful and excellent product at an very affordable price. tag
R2GHXYM6OGD6TQ,Affordable price
R18D9LZAYX9JSY,Merges with the device
R2TD56H4WD69RD,Ultra Thin
R3022ERQVPT7PV,Smooth Sliding
R3T0CWF358RZNJ,Good for Privacy Concerns
R3T70N2JGTAPV2,Good to use as a secondary mobile
R1LWQEOFIRU2NO,It's average.
R1YDTGG09KKA7E,Not user friendly operation of nokia 8210.
R2I90G9MLZ2RUP,Need invoice
RBQKKFWRS8SOH,Good feature phone with 4G connectivity
R223TL7W5MX14P,Model for worth
R3S3ER956A091,Good
RHWFJRSKL5O8R,Good feature phone
R1E6PBJHMY4C1G,Perfect fit n finish. But slightly over priced. Overall good and useful.
R3JHVSY69JG16Z,Screen cover
R2YVWM2WLBVV3S,Amazing product.. I'm very glad after got it..Now I can use my watch confidently..Thank you Amazon..
R1QB2R2UJ7S2TI,protect our screen.
RQXMAOZFDCUDY,Perfect fitting for m nosice smartwatch
R1G1M7XDU4T4HP,Good for protection
R3SHXIE18BG29W,Ok
R18I768SMTQA1X,Good
RRKAMPIXSKUW,Received defective phone and running from one customer care to another to replace the phone
R3SXQQ9NVG7HOY,Honest opinion.
R3UW73PKX5XAOA,Worth the money but not as good as promised
R3U8JXSUPY8MSJ,Good budget model phone
R3B9EB3AG57TR9,value for money.
R2QNWBZRD42XTY,Galaxy m53
R2E243OBZNQZ4Q,Good buy for 22k
R11DCSCBEFMX5F,A little overpriced but gets the work done
RJOCZ7VETYOPA,Real Monster
R3UXDJEW3BYXBD,Overall good
RMTUS17UNIUS9,Good performance oriented phone
R2FBEMK4172QZP,An all Rounder in the < 30k segment
R3PG1FBD4TX2RF,All good
R2IG7GBJ9W9AIJ,battery life could be better.
RXUP19LST693F,A good Phone with few disadvantages.
R2OOPASHLKF3SX,Value for Money product
RQOWF9MFTN6CQ,Very Good prodat
R23B5JORWWE85P,Battery life is 0 day
R3SB0VOD36AXI0,Good
R21GGYJ4354Q5J,Where is switch on button?
R2L4513I3EHE9T,Saman kharab hai
R1PKO3C46KVSKW,Do not purchase totally waste of time and money.
R2MGVNOXZZ1BWP,Bhot Gandhi h ye watch
R2IYFCFPLPOX6C,Good nice
RQRTXJPYHHSFL,Value For Money
R18MNNVQYGQHHE,m2
R1KJ85AGYAQR4S,Good article as per price range
R1T49OPXXOLBI5,Good
R1UUEAIVGFS3CT,Mobile is good at this prize
R3UJT4TR76E3A,Good phone
R2U1YEB0JD1J6F,They fooled me all over and drove me crazy...
R16JEBARKXZ8BX,Best in low price segment
R1WVE2XLG4MKR0,Must Buy
R1V82XUZ6QXB7R,Truly value for money at this price point get this type of quality charger cable.
R3DYS5BGGSYC15,Perfect fit for my Noise Colourfit NAV
R3CC60ZW27R468,Must try product
R1COHLUY0DPGX5,Product good
R2B1KPMU711L9C,Good product
R3PTZIPG57O5A6,Value for money
R3FD50GUF74ZCS,Good product
R2K2YNHJ952H5J,Big Bubble dont go away
R1I8HU4RYFCVYW,Perfect tempered glass in given price
R2DH2MLDOFTD73,Nice
R35L5ENDJ4MHKH,Overall good but difficult to install
R3GBYEZ0GVZWLC,Good quality and great price
R1774TGNOXHCP3,Best Tempered Glass
R3RHTIGZI3S51Q,Good quality
R2378C6LJXZXO1,Best tempered glass used till date
R31BGTIUFLQNT5,It's worth for money and satisfied.
R1OQRF5LZIEHR4,Nice product
R29Q5SDNP9JWZB,Not great but will do
R1AZR3AI0IHB30,Very good product I like this product.
R13H3ADGD1MXRT,Product is ok ok as it is too difficult to connect with phone or it not be able to with ios
RBWFP5OHEVKRS,Must buy
R1M1HGIX59ETCA,Good
R1IVSKQW9YSH7V,watch was as expected
RGEDIZCX7LB34,Its is good but battery life is very poor
R19GGFEAAXAUKK,Heart rate sanser and battery backup
R3L3EFRRM8X2IY,Nice product
REN3MEL7IYDKT,Good product within small price range
R2H176Z5380NWJ,poor.
R1AFCXRUZ8KCCK,Cool product
R16381PP969JBP,Gets disconnected
RFDKRGYGQB7U6,time n data doesn't updates automatically
R3FQMPLCZV75E,Worth the price
R3CXYW32DE2XCE,It is good
R3VMIAJI5S2S9M,Not Bad
R33BXR8IIASQCO,BATTERY LIFE
R31X014WG1MEMQ,It melts the smart watch charger
RNZ3UOYY7B2N0,Very good light weight
R28IU0P7UBCRG6,Achha laga
R34GOU1HWA68GA,Cant be repaired
RO163Q6WRVSZZ,Recommended !
R28DMP1E79OWIH,Good product
R2FJI6OH7CFVRL,Please wire quality improve karo
R1CHL5MG2PHSFJ,Value for money product.
R2T11MDTCMZ8IQ,Amazing Performance & Great Quality
RV544Y0ARIS17,A lot of noise when mic is plugged in.
ROHRC9ZCY3ZKI,Great product
R28O9QSWHZF2KK,Good
R3PAFFUU229VTJ,Wonderful smart watch
R1FZWI2NPCR3IO,Value for money. Good for first time users
R3BENPL8J8RWGA,Awesome
R1L15IJRIO4PAL,Best in market
R3GC9CY0SL1XKW,Good
R2ONYYWA0QB6FS,Worst customer support noise
RP7C5V4J1BO3B,Calls and userinterface is nice
R2WXTI182FAGGR,Noise
R6LNTBPRGQ5SH,Good Looking Sturdy cover
R8XCX03RG32U,Perfect fit for 14 pro max
RNP9KG0AKI8QG,Excellent fit and value for money must buy if using non mag charger
R3LP9C2W2RTAQH,Excellent
R2FX53CQOLKI7A,Over priced
R2FAY534DIE3GK,Awesome
R3BS9HLFNF3IKI,Worth the money
R35GQXCRXTDQ4Y,Quality product
R173QPQASTIM5E,It's OK
R2RU5623DZ9ZWI,Useful product
R16QI7DHVXJVCI,All peices arrived
R3JNLJTK4WJSKY,Good product
RLJ5VUW87FE0G,very nice quality and durable
R3VFYJ2WAD73ZC,Seems to be made of recycled material
R37T2ABX4GMGHX,serves the purpose
RAR3D2XLJPVF7,Worth to buy!
R1GS92IDBGXYCS,Good
R8H8QTOWYMITR,Ok
RCSP9RH3A0VAE,Nice product in this range
R2S4F8S012C7RT,1.Camera is not good. Not matching up to 13mp
RVRXFESU2TRZK,Overall good
RSKOVH69IL8VG,Good mobile at reasonable price !!
R2OUN5B9KJNAPN,No Fingerprint reader
R2EBVOLHYZ8SFR,Too good
R2FRXUVIUPO3JD,Very Bad mobile
R2S7JVQ4Z9GYLB,Value for money
R2U2GZZ9ZUDTE1,Part missing
R33GW8VLIA7TOI,Ok
R35DGD2XREWO5P,Good buy
R17TQA9TZKL5LH,Value for money
R15HVUSH6RX8V2,Value of money
R3UME3PEOKCQ5B,Phone works well
RM88OEEDBGL7E,Great product if you dont mind the edges
RA49OAQBPGOY1,Recommended !!
R1P18CRYE9Z987,Looks premium
R1NE7OSB0O86A5,Real value for money however I wish there would have been stronger adhesive
R2CN1JTT7L1C7H,Its a genuine product
R20OTH46ZTVPQN,Precision!
RDXU0X5IQVEFY,Does the job perfectly
R1F0IEQUUDWM18,A perfect fit for iPhone 13 and has transparent edges too.
R1B4DF1E33G2SC,Okay product
R1EUC6Y0ZY18QE,Descent product
R3BW81NGN6FTO4,Very Sturdy
R1LUISQ85F9MSU,Great protectione and design
R1J90WSEGDNEMJ,Good Product !!
RI68W30TV8E76,Excellent Case with Beauty
R3BBHIDI76JIAY,Awesome cover
R1V51JJ6JQXQU6,Good quality
R1A8VRVLZEPPCO,Good Product
R1G1WGHDY6EN6V,Must buy case for samsung watch 4
RDPRCGL4SELOQ,Generic but good
R14VFIZGF8DVCC,Not for watch 4
R3L5E72O2NPWAX,but for watch 4 classic
R1H6XVMAKGROHM,Good Product. Touch sensitivity to improve
RL8QQ5LOOTC1B,Worth of buying
R2USFYNMVOB95A,Perfectly fit for samsung brezzel
R3R5DS04EXELTJ,WORTH BUY ! THE BEST
R3JBXYOBYRX0A8,Good for the price.
R2MI4KSWYUEMDR,Good
R2MNYKDL2UII1M,Good Product but Little expensive.
R2C6TUBM6IVLB0,Happy with the purchase
R3VJF3LZ7XK3WV,Good buy in price range
R351DYT9RZYVC0,Best travel companion
R2127U989S6ZZU,For instagram reels zoom in and zoom out switch is not available
R29GQ8L9MVSU6H,MUST BUY FOR EVERY ONE WHO OWNS A MOBILE PHONE !!!
R2H35ITTKGQLBH,A good selfie stick
R2FHGVLNMCEDS3,Decent
R1AHSDM5M325MM,Sad But Don't Buy
R3E7Z6ZZCWNVTP,k
R2ARI9ILETH6A0,Nice mobile in this bugdet
R1KRTG4TU6MUCU,Performance below low budget phone
R3SBJYLLR84FNM,Good performance
R10IL98NTGTQH1,Budget phone
R2MS0CPATDN53O,Very good product nice photo and display
R225NQB3ASPXBV,Nice
R33M2Q7OES3GBK,Quality product
R125QF7WMZW3NW,Excellent
RMDVRDSEK73L8,it's fast charging
R3EUHZXX3UEYSH,Best selfie stick
R1UYMUD8SY2H9V,Decent product with one draw back
R1BQTJ4030NWYZ,Best for Recording videos and photo shoot
R3MBTEU82OA7X1,Great Selfi stick using for 6months
R1R6MZFWPE1DN6,Nice product in this rate
R295X0FTRQEG0P,Overall ok but stability is not rock solid
R2XX9ZLGMLMN5L,Selfie stick
R2ONSIR9B3OM3B,Nice
RF8105HZQ4I7N,The first light Is not working idk why
R1OVFYKWEJAVU4,Pretty device
R1U3VNQN5M4IED,Good product
R1YHYHQQN3NVED,A GOOD INVESTMENT
RS5SSFIL1MWFD,Too bulky
RAMY81VZCIB2D,This power bank full charge at 12 hour and I phone 12 will be 4 time full charged not 6 time
RDUL770GDRUAB,VERY GOOD PRODUCT.
R1J7N8RPXX1S3X,Its too bulky and I would say not good for travelling
RVNP5UR9UECQW,Good
R10UNYZS2VXZ3G,Good product
R346UHG3CHA35Z,Small things looka zoomed out
RDMK41H97ZT8M,GOOD PRODUCT
RCRNFX4VMUPFM,Good product
R22C8ONFTU20FF,Good quality product
R1R7KPNEQCF7IS,Little gap to hold the mobile. Struggling every time to keep the mobile in.
R1JL2OE1X4IQ6V,Excellent product
R1TK3BJ0V4TTCW,Perfect Value for money
R3CM92MP896BSQ,Everything is great but you can increase battery backup
R1T1NCJKM7VXA6,Worth the hype....simply good!
RAYIW8N256R4Z,Ok product
R17618VX40XGBR,I love tank so much . I bought it only before 10 days .i have charged it only once after buying .
R2UJBOPZHRAM66,Watch design is good
R183JTRIE1NM6Z,Overall Good Experience
R13S4RGKBN47XW,Value for money.
RZN676INI7CXB,Good
R3R7UHOVSK5HK6,Good
RK4TT1MUA9PPK,Worth buying and easy to use
R3SW1UZKGBAI70,Good
R1QKN9JPJ1FWMZ,Great product for Ipad Pro
R208QSDKUOWNF6,Super
R2426HG2VA66ZC,It was good to use and also its fasttt.
R1433K3KOBJMRY,Best
R1HOV97NOJFX4W,Quite Good
R3BIRU7WH404ND,good pencil
RAU26U2KP1OQH,Value for money
R15BZZ2VBVMJ4V,Brilliant
R29G5QZ1EZB3KF,Value for moeny product
R3UFXXP9B7DVUJ,Must to buy this pencil
R1RVSNGA4SCXX4,Problemsolver
R2HT0UTCAOMW1J,It works as advertised
R3LJ3MMSH7Z1BT,Beast in budget!
RPYZX0CFFJI72,Fake negative reviews.
R358NYWUQLR163,great product under low price range
R2XCI5KR2H8QEI,Good product
R3BNQCB05PYZMV,Affordable
RVXXO15AGASNX,Good
R1VU19BJMXT73J,Reding speed is only under 22mb/s
R2LYRK8OS10K2Z,Good product
R1NOP9O1UWSJJC,good
RE6XTKYH9FSA,Good product and value for money
R1J5H4FDTO6GBX,All about it is very good product in suitable price.
R2Z4GQU0ZVOH1G,Small
R3JRYRMKRD0BW0,not too heavy
R2C5DX0ZNNX7Y5,good looking.
R25A5KZD14HHJC,Quality of material
R2TA6MY8NIL1ZP,Nice product
RX492E2N9MM6W,Good
R2PZJ7871P6D8D,One of the Best Mouse for the price
R1I8UMWC4FQ0AX,Good holding good dpi easy to use
R32QHTM45T5S7N,Good Product
R1PWLZEPRIUF0B,Good
R2ZPR72HXJDDTX,Excellent Product!
R1ERI9BP1ALOX3,Please check before replacing...
R1BY1F45H961AX,Save Trees
R19ZEB8HMP8MQS,overall
RO9GYYPV0QDRB,a good buy
R1P6WSNKIOGFEN,Save tree
R2SIAIJ2R8203U,Good sound quality but not 40 hours backup!
R2SLNJ664LBZS6,Decent but not that impressive
R2PJGCDX444YME,Good purchase
R39XDUIGQYNX0A,good build and good sound quality
R25G45DJ52J2HV,Good for cost.
R2WZN2M9J9EQUM,Excellent
R1PTY9JK5PT866,Like the product
R2KD1JU029JTLX,Value for money
R2TD3N245ZRZKA,Good as per price
R2I93780O12B86,Good
R3VTLQFO4KMHHC,Worthy for Price
R1T0W8Y2RD3FQP,Worth
RUL4CK8TAFSM6,Unstable on bed mattress - due to curved landing edges
R10TVE5WRTUL6T,RECOMMEND TO BUY.
R1CT7PUFT9SH87,Quality Wise It's Not Perfect But Good As Compared to Market Products
R119BACSU1D5W0,Totally is good
R1O3A2CX9YG69H,The rebel with a defect
R1OPAHCYQF1OK4,Nice product
R1N6RV1W0LKGWB,Really good product
R1MXGMA3JKL1YI,Awesome charging backup
RAHUCIL8N8IK5,Value for price
RCYPHGHZYUAAE,Value for money
R37WU40YNTLIYU,Bluetooth service centre not available
R2JHL897G4Y4LF,good quality
R1JKJ6JRX7SGEL,Product is very good
R25BSG945DF5FO,but delivery was not quite good
R4BFNUNWNX1R0,Overall good.
R2NPEFE8O89X67,Average to good
R194PSSW507V7K,Stability should have been better.
R1DT0RIGH4S3FB,Price could be less
R38ZWKA3FZLLH,Best product in this price.
R14TFXF7AOFJ1P,Mast
R27GRSZF2YL5ZO,Build quality material is not good. I feel it might last for a longer run.
R1KXPKQ4SPO0PI,Very good earphones at this price
R1O4LXS46WUDK6,not grate
R1LDIIH0E88Q70,More than average
RGAH8BAUKGJ2N,Ok
R3MCAC061E19PA,Best ear phones
R3B880ZLBUIBVP,Is ok
R13XVC901RKGZP,good wired earphone
RIRMEEQUWCCJK,Authentic review
R1E187080D8HAU,Overall it's a good headset.
R1RPZJJNQM76M1,Not for me
R1NM9CFXWMQWWF,Nice product
R2E3PSSWPOJU6N,Best
RTA5F8RZUBJ2D,Amazing product
R1SZB32SSCJBY5,It's a wonderful boat product
R199WTHV00BUR4,Good Product of boAt
R19QUEKHANF087,Overall good except connectivity
RW3YCZCKGOBH,Good
R3099XAIXYVYOG,Overall Good
R355B0JH9K3ZSR,Decent earphones for the price
RJS13UCRXJ0V3,Worth it
RVHF9P5OW46KR,It's just not like that
R19S4YL4JL81R9,Good one
R1OUTZ9YCQLAMM,Really Good one under Rs 500
RGN1P0TZA7RF0,On the budget best branded Earphones
R8UDGYG74HT52,Value for money but
R1ZKTL2UFMHHOQ,functional
R2XQ7ANJA4VF12,Good
RNHDS9HCAZYPP,Very easy to use
R2GML0ZIF4G3XG,Good
R25B9RAM7E6ERE,Good product
R1A8S1062HZ64L,Good
R3K1WGUC05G378,Cable protector
R3SSOBQITYNPKB,Solid and stylish
R3A4C1P3IDXTAD,but too tight in usb port
R3W0T7AI69710R,average performance.
R33EXPRT4EBMKP,Good product
R36CM7BFMNFGKB,Slow
RV1VPXNF6R439,It works everywhere except for car stereo
RK6F5JOI2TI2P,ONLY 57 GB
R1URGIVAZHUKNJ,Good
RZK0M87UXFG2,Decent mouse from trusted brand
R3AZ8CAEQNP5IQ,Value for money
R129CVNZPQBGK3,Good
R1ENQGYVMS224D,Average mouse.
RFZOVKT1IXFRY,Good
R1SI1FFO31ZKVB,Cute
R2AMJ2PSF5B54Y,Its a good mouse for normal usage... loved it.
R5IR2JMR7OMZK,HP X1000 Wired USB Mouse
R1Y9N553TGL8LN,Noisy clicks - otherwise fine
R28ZACVW980ACH,nice one
R2SPQPMXFCB67B,"Portronics ""An New Player in the Field""."
R2L2KO1KH9FLRI,Good Built Quality & Smooth Experience
R37SFSAVVH051A,Good Pricing
R15PGRIFZVLZLP,Light Weight and Excellent Functionality
R3O0LVO6BNKANJ,Effective Sleep Mode
R11LCNI4PZLK5B,good
R2GVOJLXANNFG2,A Good wired headset in budget.
R3CY1HGOV9WMQT,They Work Well and Are Reliable
R7U8B1E7W8E54,Volume is not as expected
RYB8ZW396HQB,Good sound but too much of bass annoys
R3790HUAN7KW93,Boult Audio Bassbuds X1
R1IN06KIK8ENHU,Pretty good earphones
R1UXT7KA6M4R0Z,but....
RNTYVAAWTJ5CE,Nice Earphone
R1REJSSQVMNGVO,Sturdy key-board for office use
R33WYRQ1J4RZHO,Smooth keyboard
R3ECO7HPNMHBTT,Good one
R1GORSR46QQ6SN,Low budget but good product
R1O350T6VW5RR3,Good
R2BXJ480ZVSUMH,Good product
R28KMQ1TUV7E2Z,Good
R3KCC7HPRPOF0C,good
R2HS8RN6NBKP6Z,Just Go For It
R2K3IBMM9I3HQH,Big in size as comparison to other normal sized mouse but works very well
RL1H11C1J4W4U,Good for office uses
R26GYIVCHR44IY,worth the buy
R2X4UKYY57A9JX,Best mouse at this price
R3J71TYH2ISEUY,Item is good. No issues
R3EX53W4D2TLR9,It's really worthwhile
REY9RHIDKB28T,Good for home or office use
R2IYAMOBWJY5JC,Rough and affordable
R1ZSCBBOGJ8VB,DETAILED REVIEW with Best settings for better Sound output !!!
R2JXWEENFMSBAQ,Worth if you know how to use and what to use it for.
R1TOMRGD2ASPF,Good for non-professional recordings
R1PFE2ODTMG96C,Buy this and start creating content for your youtube.
R1C5A0KYEKBKJJ,Long cable should be optional.... it's too long else good mic for beginners on YT
R1IYLE1NMK9R12,Working as expected
R3IS14LK5OVU68,Nice product
R2727E10ZHH72K,Good
R31X4I2TGYDUN8,That's a nice one
R27PTCIK04AE46,Best services.
R23U630I51IZTI,V good less price than that of market
R3TLR3XSHP0UH9,As described
R2RP5UV7LX3QTF,Value for money
R3W3H7WY3GXGHM,Best battery cells out there
R158W5SZQQ5YSS,Quality yu
R1OT133BOUEYND,Good
RZAAQFY7BDSWC,Nice ball pen
R3604ZO2AA4PK5,Good product
R3C8K6Z6W9MDTQ,Average
R38163YROZHHFG,Nice Pen
RDXE4NC3K02IY,It's a good product
R2BG3LFIR1DRUP,Smooth
R1AA1L9EH743MV,It's writing like flowing silk.
R1Q23Z4DE0QT8Q,good produced
R2U4L5Y1EI2L9P,Good Quality adhesive
R17YBU9W32A30N,easy to use
R29OI40B53G6UK,Good
R3LHAFK1QLQHX,good product
RQXZDM0PKSCMS,Good product
RKN5ISCXXFA4B,Ok on walls
R2V6JCQJ8NFGYI,Very good
RAH387U1B1AFN,Good to use
RZ7BLWVBP91F3,Mediocre
R3VUE0FS0NDIRK,Best in Budget and Beast in Quality
RWESRERAFOYEW,Best quality this product
R1YONSMZERBPET,Ear phone With Jack
R3JFQJ4ZJ5RY0T,Nice
R1KBRXW0AL249U,good
R22L0SQFC67YKF,Good sound quality
RWK29DZUWGFWM,Value for money!
RUVNSVGR3C0ZK,Boats are the best.
R3IZIBJ48U0KDN,Just awesome
REZOPKFLKI7YE,it is good in this range .....
R3G7FE8ICIL8K5,Great product in the price range
R1G7WNTY9MC6H4,Awesome product
RV51Y63DBOCWS,Nice
RSYBU38UVWSP6,Perfect
RADZV5UTZTYWO,Quality
R1SNDKJ3F47REI,Best for general use
R2TKI3QCYTIHEU,Works well for basic usage
R3LOHD95Y9I8Q3,Good product in the budget
R3L674Y2TEWO4K,Ok product. Not so great.
RCNO312K340D9,Good
R21QJQYXKVPKBW,Good one to have
R11VGKTVQCTPW1,Great Product
RIME7JQPW8QM8,Good.
RX6XRNRWHWUBM,NOISE
RQTVJP9U5HCTZ,DOes everything well so far
R2BYIBOB1SJCU5,Good
R27XI4KBBS4CO0,gud
RNDLXV8UJZSO,Hard disk
R1HOQAPL2PXKNX,Good product
R3DZGHPLQSWOLO,Serve the purpose
R37YZ6CK8TNTM4,Seagate portable 1TB External Hard disc
R3KPNR16XZW0ZH,Good
R28BCVQ1MKZP7S,Good use
RXPIU94G6Y8XR,Value for money
RG8WXHVO3Q5BN,good wuality
R2VKT81SI4UN3S,Reliable and easy to use
R1TH2LQCYPBXMS,Good
R1XO0RGL2VW166,AVARAGE PRODUCT
R2WSQJGLL679MI,VGA quality!!
R1CEANV7C25XJ6,No mic is available in the product
R2SFO5ZGKFMA3A,Basic functions ok
RLR4ETD7RIB3P,Useful for simple use
R2TLZ8IYTYAIJR,Great product
R3C4LR2YHIRZ95,Good
R3M7POECW3UFL3,Good but not satisfying
R31RTO2FZW8SEN,Good product
RV2OCYSB602OB,Good product at this price.
R31GOALBI9UPLK,Not for gaming
R1CTAKZMHTLVVO,Good product.
R1ZFP957X6NEUB,Worth Buying !
R1V5NJVJMX27HK,Good one for the offered price
R37W2Z08BFVMN2,Good one in that budget
R23NRC2SDTFP1R,Good one.
R2IDKTNLPSRRXA,best at that price.
R3TRXLCPJ7CXLS,good
R2RQD6H9YMSUK6,Ok
RS9ZB4H3Y5CQZ,Very good product
R2BUP3AXKYUHYP,Very Good for Beginners
R3B772KI95MWNX,Light weight & sturdy
R7R351CJN43NM,Product is good and light weight.
R84AXG1XCM1R3,Excellent
RYCTR2UZGN6GU,Easy to use and light weight to carry
R1VNKAJ163SXLP,Superb tripod
R310TJNPM9I9ZO,I'm happy
R231H2ZVU5558I,good product
R3Q0EFB6CKAL4W,Best to use wid like any phone.....it has great range
R3SBR1YRGFORQV,Good in this budget
RHK2VI4OFC8UW,Good
R1QPBRC7ZDKAB6,Very good for music lovers
R2QKG9AO1MMHNQ,Nice product
RLC1RHGMCZS55,Boult audio airbass z20 review
R4RMB9P1YZJV3,Good product impressive
R3L44D00WINPGV,Worth of buying
R1HP1ZGFB28GM7,Great pendrive
R3JCTIK67UAT4K,Value for money
R2S9JBF2ECD6C6,Good
R2M4VC26VFSJ5K,Kaafi slow hai
